HHID,s04_start_time,s04q01,s04q02,s04q03,s04q04,s04q05,s04q06,s04q07,s04q08,s04q08_oth,s04q16,s04q19a,s04q19b,s04q19c,s04q19d,s04q20,s04q21,s04q26,s04q27a,s04q27b,s04q27c,s04q27d,s04q27e,s04q27f,s04q27g,s04q28,s04q28_oth,s04q29a,s04q29a_UM,s04q29b,s04q29b_UM,s04q30,s04_end_time
d4cdf9bcd6454b45889dd42bc2efcd65,2019-12-10T19:29:50,1,63,4,"Concrete, brick, stone",Tiles,"Earth, clay",Publicly-provided electricity/City power,Bottled water,,25000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,35000,Did not spend anything,Did not spend anything,40000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-12-11T14:23:29
d4d7b890e2124cef8664088aafdbad26,2019-10-16T08:40:42,1,72,1,Wood or logs,Fibrous cement,Cement/Brick/Stone,Publicly-provided electricity/City power,Unprotected well,,30000,Pour flush (or flush) to septic tank or pit,Yes,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,120000,20000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,400000,RIEL,Nothing,2019-10-16T08:46:38
d4db9436427946bea7a68af0ee4a6522,2019-12-13T09:00:15,1,42,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Solar,Cart with small tank / drum,,30000,Pour flush (or flush) to septic tank or pit,Yes,"No, never pump/empty",,Nothing,Nothing,Charcoal,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,12000,Did not spend anything,28000,Owned by the household,,,,100000,RIEL,Nothing,2019-12-13T09:03:27
d62a19ec660d4cb2a09d10c1eb5784d1,2019-12-17T08:59:21,2,24,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,None,,,,Nothing,Nothing,Firewood,10000,Did not spend anything,Did not spend anything,8000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,100000,RIEL,Nothing,2019-12-17T09:01:43
d6386d4dc8a34a9a870bbca7a903d645,2019-10-25T15:31:16,1,40,1,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Cement/Brick/Stone,Publicly-provided electricity/City power,"Surface water (river, stream, dam, lakes, ponds, streams, canals, and irrigeation channels)",,20000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,25000,4500,Did not spend anything,70000,12500,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-10-25T15:38:22
d63e2dd7b3c3412abfa13213c399e8f9,2019-10-09T10:06:06,1,20,1,"Bamboo, Thatch/leaves, Grass",Galvanized iron or aluminium or other metal sheets,Bamboo strips,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,20000,6600,Did not spend anything,5000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-10-09T10:13:39
d63e873e32f14f3a87fa2138faea631e,2019-11-08T10:43:47,1,30,1,Wood or logs,Tiles,Wooden planks,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,20000,25000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,100000,RIEL,Nothing,2019-11-08T10:46:15
d65ae1f064db426e906362263aeeec5b,2019-11-24T09:09:32,1,128,4,"Concrete, brick, stone",Concrete,Ceramic tiles,Publicly-provided electricity/City power,Bottled water,,29700,Pour flush (or flush connected to sewerage,No,"No, never pump/empty",,3300,4000,Liquefied petroleum gas LPG,300000,30000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,280000000,RIEL,Nothing,2019-11-24T09:09:41
d6853641ecb048fbaf1747efb74536ba,2019-11-19T13:33:28,1,77,1,Wood or logs,Tiles,Bamboo strips,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,Yes,"No, never pump/empty",,Nothing,Nothing,Firewood,6400,Did not spend anything,Did not spend anything,45000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,40000,RIEL,Nothing,2019-11-19T13:39:01
d6adfadf6fcc4be99861b0bb0e9eedeb,2019-10-14T16:06:35,1,55,1,"Concrete, brick, stone",Fibrous cement,Ceramic tiles,Publicly-provided electricity/City power,Protected well,,5000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Charcoal,15000,22500,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,400000,RIEL,Nothing,2019-10-14T16:17:04
d6b4d3da161c4524a65546711039cac5,2019-11-01T11:47:43,1,64,3,Wood or logs,Galvanized iron or aluminium or other metal sheets,Bamboo strips,Publicly-provided electricity/City power,Piped into dwelling,,12000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,15000,6000,Did not spend anything,20000,2000,Did not spend anything,Did not spend anything,Owned by the household,,,,320000,RIEL,Nothing,2019-11-01T11:51:40
d6c46bf5a5d64d40bf1a939310951162,2019-12-21T16:30:03,1,30,1,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,Bamboo strips,Publicly-provided electricity/City power,"Piped into compound, yard or plot",,5000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Charcoal,8000,Did not spend anything,Did not spend anything,Did not spend anything,15000,Did not spend anything,Did not spend anything,Owned by the household,,,,60000,RIEL,Nothing,2019-12-21T16:34:34
d71f1910dfe54c1cba7dd351238cc38c,2019-12-08T11:57:50,1,54,2,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Ceramic tiles,Publicly-provided electricity/City power,Piped into dwelling,,27000,Pour flush (or flush connected to sewerage,No,Don't know,,2700,Nothing,Liquefied petroleum gas LPG,45000,45000,Did not spend anything,Did not spend anything,1500,Did not spend anything,Did not spend anything,Owned by the household,,,,100,USD,2400000,2019-12-08T12:02:07
d720379046bf4359973921b256a35506,2019-12-28T14:30:59,1,35,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,"Surface water (river, stream, dam, lakes, ponds, streams, canals, and irrigeation channels)",,10000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,13000,Did not spend anything,Did not spend anything,30000,Did not spend anything,Did not spend anything,Did not spend anything,Not owned but no rent is paid,,,,300000,RIEL,Nothing,2019-12-28T14:33:27
d72234852a5a4780835341975110a6cc,2019-12-07T14:06:42,3,36,1,"Bamboo, Thatch/leaves, Grass",Tiles,Wooden planks,Publicly-provided electricity/City power,"Piped into compound, yard or plot",,15000,Pour flush (or flush) to septic tank or pit,Yes,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,20000,18000,Did not spend anything,20000,1500,Did not spend anything,Did not spend anything,Owned by the household,,,,80000,RIEL,Nothing,2019-12-07T14:12:51
d74ed4e121ba4614b285cd5c01e8abfe,2019-11-20T09:43:05,1,145,3,Wood or logs,Tiles,Ceramic tiles,Publicly-provided electricity/City power,Protected well,,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,50000,24000,Did not spend anything,8000,17000,Did not spend anything,5000,Owned by the household,,,,400000,RIEL,Nothing,2019-11-20T09:59:46
d75e8f5228ce4f89b4595e26dcd6f734,2019-10-14T16:09:39,1,35,2,Wood or logs,Galvanized iron or aluminium or other metal sheets,Cement/Brick/Stone,Publicly-provided electricity/City power,Protected well,,not buying water source,None,,,,Nothing,Nothing,Charcoal,10000,Did not spend anything,Did not spend anything,Did not spend anything,3000,Did not spend anything,Did not spend anything,Not owned but no rent is paid,,,,200000,RIEL,Nothing,2019-10-14T16:14:03
d773bdd6b5d04819a5774710de655f5b,2019-11-30T16:00:28,1,48,2,Wood or logs,Tiles,Wooden planks,Publicly-provided electricity/City power,Piped into dwelling,,40000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,50000,20000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,800000,RIEL,Nothing,2019-11-30T16:04:18
d7bd371ec1a44c48a889f3a47f0afa22,2019-10-22T08:07:09,1,30,1,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,Bamboo strips,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,13000,30000,Did not spend anything,2000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,100000,RIEL,Nothing,2019-10-22T08:13:34
d7c23c9f9cd3426d94d8a97c9015c257,2019-10-16T13:21:32,1,36,3,"Concrete, brick, stone",Tiles,Ceramic tiles,Publicly-provided electricity/City power,Piped into dwelling,,20000,Pour flush (or flush connected to sewerage,No,"No, never pump/empty",,1400,4000,Liquefied petroleum gas LPG,140000,40000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,800000,RIEL,Nothing,2019-10-16T13:28:02
d7e02ce8f8e74ac48222d24caa2a0d48,2019-10-10T14:58:58,1,42,1,Galvanized iron or aluminium or other metal sheets,Fibrous cement,Wooden planks,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,12000,4000,Did not spend anything,2000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,80000,RIEL,Nothing,2019-10-10T15:09:37
d8072a9df91e4e878d5b2f8ce43431f0,2019-12-24T09:03:20,1,56,1,Wood or logs,Tiles,Bamboo strips,Candle,"Tube Well, Borehole",,not buying water source,None,,,,Nothing,Nothing,Firewood,Did not spend anything,Did not spend anything,Did not spend anything,15000,Did not spend anything,Did not spend anything,20000,Owned by the household,,,,50000,RIEL,Nothing,2019-12-24T09:07:52
d82b10451d0443169389b4fa10510739,2019-10-10T08:54:31,1,56,1,Wood or logs,Tiles,Wooden planks,Publicly-provided electricity/City power,Bottled water,,5400,Pour flush (or flush) to septic tank or pit,Yes,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,46000,13000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,400000,RIEL,Nothing,2019-10-10T09:00:10
d8355447f6034866baacc2703bbbac19,2019-11-10T08:15:27,1,72,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,"Earth, clay",Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,4000,Did not spend anything,Did not spend anything,15000,3000,Did not spend anything,Did not spend anything,Owned by the household,,,,120000,RIEL,Nothing,2019-11-10T08:17:58
d83b99640ebd495a8d8bdbe98f1d35c2,2019-11-10T15:27:39,1,30,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,"Parquet, polished wood",Solar,"Surface water (river, stream, dam, lakes, ponds, streams, canals, and irrigeation channels)",,not buying water source,None,,,,Nothing,Nothing,Firewood,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,2080000,Owned by the household,,,,120000,RIEL,Nothing,2019-11-10T15:32:07
d842c3bbc77c467a8ebb4b77e6166002,2019-12-08T09:46:57,1,54,1,Wood or logs,Tiles,Wooden planks,Publicly-provided electricity/City power,Protected well,,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,20000,10000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Not owned but no rent is paid,,,,200000,RIEL,Nothing,2019-12-08T09:50:10
d843a2d5d04b43e79e42d4e786d078fe,2019-10-29T08:51:20,1,35,1,Wood or logs,Tiles,Wooden planks,Publicly-provided electricity/City power,Protected well,,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,50000,25000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,400000,RIEL,Nothing,2019-10-29T08:55:20
d871f16ba5a24d70979009578bcd5020,2019-12-20T10:27:09,1,56,2,Wood or logs,Tiles,Wooden planks,Publicly-provided electricity/City power,Piped into dwelling,,23000,None,,,,Nothing,Nothing,Firewood,12000,6000,Did not spend anything,24000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,160000,RIEL,Nothing,2019-12-20T10:31:08
d880d29cd1b24471a1e638968622fe03,2019-10-11T14:16:53,4,60,2,"Concrete, brick, stone",Tiles,Ceramic tiles,Publicly-provided electricity/City power,Piped into dwelling,,20000,Pour flush (or flush connected to sewerage,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,100000,30000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,350,USD,Nothing,2019-10-11T16:38:22
d8cf4203dc15468eaca5c887905c8b64,2019-11-29T09:23:13,1,72,1,Wood or logs,Tiles,Bamboo strips,Publicly-provided electricity/City power,Piped into dwelling,,20000,Pour flush (or flush) to septic tank or pit,Yes,"No, never pump/empty",,Nothing,Nothing,Firewood,17000,Did not spend anything,Did not spend anything,25000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-11-29T09:30:47
d91f4e4eeb324cae9e7a29665eaee5b0,2019-10-11T08:19:23,1,35,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Solar,Rainwater collection,,not buying water source,None,,,,Nothing,Nothing,Firewood,Did not spend anything,Did not spend anything,Did not spend anything,50000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,100000,RIEL,Nothing,2019-10-11T08:24:43
d948bd6e65374010a36d064cadcc9040,2019-10-29T10:09:16,1,42,1,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,Rainwater collection,,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,40000,19000,Did not spend anything,10000,6000,Did not spend anything,Did not spend anything,Owned by the household,,,,150000,RIEL,Nothing,2019-10-29T10:13:23
d9541414c0a04d2faa7f6859de120faf,2019-10-09T16:52:52,1,56,2,Wood or logs,Fibrous cement,Cement/Brick/Stone,Solar,Rainwater collection,,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,Did not spend anything,75000,Did not spend anything,Did not spend anything,30000,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-10-09T17:03:05
d98d5cee9a9441bf91bbb76e94fdb13c,2019-11-01T15:35:23,1,360,1,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Ceramic tiles,Publicly-provided electricity/City power,Piped into dwelling,,30000,Pour flush (or flush connected to sewerage,No,"No, never pump/empty",,3000,40000,Liquefied petroleum gas LPG,200000,70000,Did not spend anything,Did not spend anything,5000,Did not spend anything,Did not spend anything,Owned by the household,,,,1600000,RIEL,200000,2019-11-01T17:55:25
d9e29bccb3474476b74c9e8e662f510b,2019-11-15T10:41:01,1,720,10,"Concrete, brick, stone",Tiles,Ceramic tiles,Publicly-provided electricity/City power,Piped into dwelling,,50000,Pour flush (or flush connected to sewerage,No,"No, never pump/empty",,5000,4000,Liquefied petroleum gas LPG,800000,60000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,700,USD,Nothing,2019-11-15T10:46:21
da192a2262354c8e9bcfe7c32b5255b8,2019-11-14T13:27:11,1,20,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Battery,Rainwater collection,,not buying water source,None,,,,Nothing,Nothing,Firewood,Did not spend anything,Did not spend anything,Did not spend anything,10000,Did not spend anything,14000,Did not spend anything,Owned by the household,,,,80000,RIEL,Nothing,2019-11-14T13:34:34
da37035704534fd7821e2206af31bfca,2019-12-28T14:41:33,1,20,2,Wood or logs,Tiles,Cement/Brick/Stone,Publicly-provided electricity/City power,Piped into dwelling,,10000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,30000,Did not spend anything,Did not spend anything,20000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,400000,RIEL,Nothing,2019-12-28T14:45:26
daaa880fb73a4c52bbba629319927902,2019-11-17T09:21:26,1,60.8,2,Galvanized iron or aluminium or other metal sheets,Tiles,Cement/Brick/Stone,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"Yes, used to pump/empty",Remove the feces by using a recycling equipment and force,Nothing,Nothing,Firewood,18000,15000,Did not spend anything,15000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,180000,RIEL,Nothing,2019-11-17T09:29:43
daefcf28b9114103a8ec56a34e465588,2019-10-23T14:09:16,2,112,4,Wood or logs,Tiles,Wooden planks,Publicly-provided electricity/City power,Rainwater collection,,15000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,25000,28000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,180,USD,Nothing,2019-10-23T14:19:55
db0f8ff8e0424b02ba3deca5b40b0a42,2019-11-09T09:31:13,1,42,1,Wood or logs,Tiles,Wooden planks,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,None,,,,Nothing,Nothing,Firewood,50000,Did not spend anything,Did not spend anything,20000,Did not spend anything,Did not spend anything,2500,Owned by the household,,,,40000,RIEL,400000,2019-11-09T09:40:38
db17cda6fc964c1fb1662cf202085dcc,2019-12-08T10:12:14,1,30,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,Protected well,,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,25000,Did not spend anything,Did not spend anything,25000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-12-08T10:15:15
db3099fcfdc34830bf91f1ae0dc7931c,2019-11-23T08:14:12,1,63,1,"Bamboo, Thatch/leaves, Grass",Fibrous cement,Wooden planks,Solar,Unprotected well,,not buying water source,None,,,,Nothing,Nothing,Firewood,Did not spend anything,Did not spend anything,Did not spend anything,30000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,60000,RIEL,Nothing,2019-11-23T08:16:50
db37287e1e034032bee165f1c2b81591,2019-11-15T14:56:32,1,30,0,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,Tanker-truck,,8000,None,,,,Nothing,Nothing,Firewood,10000,Did not spend anything,Did not spend anything,30000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,80000,RIEL,Nothing,2019-11-15T15:01:31
db9b16efa64a49528419eef0cdb5e65f,2019-10-30T14:55:25,1,72,2,"Concrete, brick, stone",Fibrous cement,Cement/Brick/Stone,Publicly-provided electricity/City power,"Surface water (river, stream, dam, lakes, ponds, streams, canals, and irrigeation channels)",,not buying water source,Pour flush (or flush connected to sewerage,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,80000,40000,Did not spend anything,Did not spend anything,7500,Did not spend anything,Did not spend anything,Owned by the household,,,,600000,RIEL,Nothing,2019-10-30T15:01:44
dbb5e716b26b49a9927c283aa800c9c8,2019-11-20T10:56:49,1,42,1,Wood or logs,Tiles,Bamboo strips,Publicly-provided electricity/City power,"Surface water (river, stream, dam, lakes, ponds, streams, canals, and irrigeation channels)",,not buying water source,None,,,,Nothing,Nothing,Firewood,28000,Did not spend anything,Did not spend anything,40000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,150000,RIEL,Nothing,2019-11-20T11:01:14
dbcf75cda6d64da088d8fd9caec14de4,2019-11-15T08:46:07,1,60,3,"Concrete, brick, stone",Fibrous cement,Ceramic tiles,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush connected to sewerage,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,75000,45000,Did not spend anything,20000,4500,Did not spend anything,Did not spend anything,Owned by the household,,,,600000,RIEL,Nothing,2019-11-15T09:02:46
dbe119af3fde450bb83bc9161fcc13f3,2019-10-16T09:31:15,1,30,1,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Ceramic tiles,Publicly-provided electricity/City power,Rainwater collection,,6000,Pour flush (or flush) to septic tank or pit,Yes,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,6700,30000,Did not spend anything,50000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,100000,RIEL,2000000,2019-10-16T10:02:45
dc122fc707b0415e884c6862aa734935,2019-11-10T10:59:44,1,48,2,Wood or logs,Galvanized iron or aluminium or other metal sheets,Cement/Brick/Stone,Publicly-provided electricity/City power,Bottled water,,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,22000,15000,Did not spend anything,10000,5000,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-11-10T11:05:14
dc272e70f90145b78d75dd074a51d297,2019-11-21T08:10:12,1,20,1,"Bamboo, Thatch/leaves, Grass",Galvanized iron or aluminium or other metal sheets,"Earth, clay",Solar,"Tube Well, Borehole",,not buying water source,None,,,,Nothing,Nothing,Firewood,Did not spend anything,Did not spend anything,Did not spend anything,30000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,20000,RIEL,Nothing,2019-11-21T08:13:33
dc32f8a3e5884238bcb9fd7bb111c0e6,2019-10-09T17:09:16,1,16,1,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,"Earth, clay",Publicly-provided electricity/City power,Rainwater collection,,not buying water source,None,,,,Nothing,Nothing,Liquefied petroleum gas LPG,9200,15000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,130000,RIEL,Nothing,2019-10-09T17:13:50
dc64b7fee3b6435583f5dc2c10b53365,2019-10-17T08:47:49,1,35,0,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,Tanker-truck,,60000,None,,,,Nothing,Nothing,Firewood,3000,Did not spend anything,Did not spend anything,25000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,60000,RIEL,Nothing,2019-10-17T08:53:28
dc8580694015463997ca989a57bc7396,2019-12-21T15:03:17,1,20,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,"Earth, clay",Battery,"Tube Well, Borehole",,not buying water source,None,,,,Nothing,Nothing,Firewood,Did not spend anything,Did not spend anything,Did not spend anything,60000,Did not spend anything,5000,Did not spend anything,Not owned but no rent is paid,,,,40000,RIEL,Nothing,2019-12-21T15:08:08
dc893ef1ed1d455ea76520d59efa9eea,2019-10-23T14:50:53,1,128,3,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Ceramic tiles,Publicly-provided electricity/City power,Piped into dwelling,,25000,Pour flush (or flush connected to sewerage,No,"No, never pump/empty",,2700,4000,Liquefied petroleum gas LPG,60000,20000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,1000000,RIEL,Nothing,2019-10-23T14:55:47
dcfb8d05adb2446ca73d43338ebe6989,2019-12-30T08:18:54,1,48,1,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Ceramic tiles,Publicly-provided electricity/City power,Public tap / standpipe,,30000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,60000,30000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,50,USD,Nothing,2019-12-30T08:38:24
dd2f7a89ab0440e7ba44c6882e275c06,2019-11-09T09:21:49,2,35,1,Wood or logs,Fibrous cement,Wooden planks,Publicly-provided electricity/City power,Bottled water,,8000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,64000,28000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-11-09T09:26:19
dd2ff365f6424e22b8088f44b33d11f9,2019-10-16T08:41:31,1,58,1,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,Piped into dwelling,,17000,Pour flush (or flush) to septic tank or pit,Yes,"No, never pump/empty",,Nothing,Nothing,Publicly-provided electricity/City Power,14000,Did not spend anything,Did not spend anything,Did not spend anything,36000,Did not spend anything,Did not spend anything,Owned by the household,,,,50,USD,80000,2019-10-16T08:46:04
dd304326eafc47c8ac7d0e29c8870fb8,2019-10-16T11:34:29,1,64,5,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Ceramic tiles,Publicly-provided electricity/City power,Piped into dwelling,,20000,Pour flush (or flush connected to sewerage,No,"No, never pump/empty",,1440,4000,Liquefied petroleum gas LPG,80000,30000,Did not spend anything,Did not spend anything,39000,Did not spend anything,Did not spend anything,Owned by the household,,,,1000000,RIEL,Nothing,2019-10-16T11:41:41
dd377b7a178f44598cc0c8ab14fd906d,2019-12-06T15:44:19,1,60,2,"Concrete, brick, stone",Tiles,Ceramic tiles,Publicly-provided electricity/City power,"Tube Well, Borehole",,10000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,58000,30000,Did not spend anything,5000,1200,Did not spend anything,Did not spend anything,Owned by the household,,,,120,USD,Nothing,2019-12-06T15:58:31
dd602ba8ba604c0ba31c728920d61249,2019-10-15T08:46:51,1,30,1,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,"Earth, clay",Publicly-provided electricity/City power,Rainwater collection,,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,30000,15000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,100000,RIEL,Nothing,2019-10-15T08:52:07
dd972cebd2cb4ebaa81631106fcba9a5,2019-10-11T10:34:28,1,42,2,"Concrete, brick, stone",Fibrous cement,Cement/Brick/Stone,Publicly-provided electricity/City power,Piped into dwelling,,25000,Pour flush (or flush connected to sewerage,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,60000,7500,Did not spend anything,20000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,400000,RIEL,10000000,2019-10-11T10:43:46
