HHID,PID,s11_start_time,s11q01a,s11q01b,s11q02,s11q03,s11q04,s11q05,s11q06,s11q07,s11q08,s11q09a,s11q09a_oth,s11q09b,s11q10,s11q11__1,s11q11__2,s11q11__3,s11q12,s11q13,s11q14,s11q15a,s11q15b,s11q16a,s11q16b,s11q16c,s11q16d,s11q16e,s11q16f,s11q16g,s11q16h,s11q17a,s11_end_time
d4d7b890e2124cef8664088aafdbad26,5,2019-10-16T10:15:54,No,2,No,No,No,,,,,,,,,Too young,,,No,,,No,,,,,,,,,,ALONE,2019-10-16T10:16:52
d4d7b890e2124cef8664088aafdbad26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4db9436427946bea7a68af0ee4a6522,1,2019-12-13T10:26:42,Yes,,Yes,Yes,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-13T10:28:07
d4db9436427946bea7a68af0ee4a6522,2,2019-12-14T17:14:21,Yes,,Yes,Yes,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-14T17:15:22
d4db9436427946bea7a68af0ee4a6522,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d62a19ec660d4cb2a09d10c1eb5784d1,1,2019-12-17T10:04:51,Yes,,Yes,Yes,Yes,4,Class four completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-17T10:05:29
d62a19ec660d4cb2a09d10c1eb5784d1,2,2019-12-17T09:33:18,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-17T09:33:48
d62a19ec660d4cb2a09d10c1eb5784d1,3,2019-12-17T09:33:51,No,2,Yes,Yes,No,,,,,,,,,Don’t want to,,,No,,,No,,,,,,,,,,ALONE,2019-12-17T09:34:19
d6386d4dc8a34a9a870bbca7a903d645,1,2019-10-25T16:01:37,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-26T08:33:18
d6386d4dc8a34a9a870bbca7a903d645,2,2019-10-26T08:37:01,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-26T08:37:50
d6386d4dc8a34a9a870bbca7a903d645,3,2019-10-26T09:14:47,Yes,,Yes,Yes,Yes,6,Class six completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-26T09:15:37
d63e2dd7b3c3412abfa13213c399e8f9,1,2019-10-09T14:05:11,Yes,,Yes,Yes,Yes,5,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-12T09:07:18
d63e2dd7b3c3412abfa13213c399e8f9,5,2019-10-12T11:27:20,Yes,,Yes,Yes,Yes,8,Class eight completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-12T11:28:00
d63e873e32f14f3a87fa2138faea631e,1,2019-11-08T15:00:47,Yes,,Yes,Yes,Yes,9,Class eight completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-08T15:02:01
d63e873e32f14f3a87fa2138faea631e,2,2019-11-08T15:02:09,Yes,,Yes,Yes,Yes,8,Class seven completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-09T08:46:36
d63e873e32f14f3a87fa2138faea631e,3,2019-11-08T15:03:01,Yes,,Yes,Yes,Yes,4,Class four completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-08T15:04:48
d63e873e32f14f3a87fa2138faea631e,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d65ae1f064db426e906362263aeeec5b,1,2019-11-24T10:46:00,Yes,,Yes,Yes,Yes,16,"Bachelor degree (B.A., BSc, etc.)",No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-24T10:46:57
d65ae1f064db426e906362263aeeec5b,2,2019-11-24T10:47:25,Yes,,Yes,Yes,Yes,12,Class twelve completed without certificate,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-24T10:49:49
d65ae1f064db426e906362263aeeec5b,3,2019-11-24T10:50:26,No,2,Yes,Yes,Yes,6,Class six completed,Yes,Class seven,,,Public,Yes,,,,Yes,Yes,Foreign Languages,Yes,Class six,2280000,No expenses / Don't Know,250000,80000,1500000,480000,No expenses / Don't Know,,ALONE,2019-11-24T11:00:05
d65ae1f064db426e906362263aeeec5b,4,2019-11-24T11:00:11,No,2,Yes,Yes,Yes,2,Class two completed,Yes,Class three,,,Public,Yes,,,,Yes,Yes,Foreign Languages,Yes,Non-formal class,2000000,No expenses / Don't Know,160000,80000,1000000,336000,No expenses / Don't Know,,ALONE,2019-11-24T11:05:49
d6853641ecb048fbaf1747efb74536ba,1,2019-11-19T15:13:02,Yes,,Yes,Yes,Yes,5,Class four completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-19T15:14:01
d6853641ecb048fbaf1747efb74536ba,2,2019-11-19T14:21:44,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-19T14:22:32
d6853641ecb048fbaf1747efb74536ba,4,2019-11-19T14:22:39,No,2,Yes,Yes,Yes,6,Class five completed,Yes,Class six,,,Public,No,,,,No,,,Yes,Class five,No expenses / Don't Know,No expenses / Don't Know,20000,5000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-11-19T14:25:00
d6853641ecb048fbaf1747efb74536ba,5,2019-11-19T14:25:06,No,2,Yes,Yes,Yes,4,Class three completed,Yes,Class four,,,Public,No,,,,No,,,Yes,Class three,No expenses / Don't Know,No expenses / Don't Know,20000,5000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-11-19T14:27:02
d6853641ecb048fbaf1747efb74536ba,6,2019-11-19T14:27:09,No,2,Yes,Yes,Yes,4,Class three completed,Yes,Class three,,,Public,No,,,,No,,,Yes,Class three,No expenses / Don't Know,No expenses / Don't Know,20000,5000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-11-19T14:29:07
d6853641ecb048fbaf1747efb74536ba,7,2019-11-19T14:29:14,No,2,Yes,Yes,Yes,3,Class two completed,Yes,Class three,,,Public,No,,,,No,,,Yes,Class two,No expenses / Don't Know,No expenses / Don't Know,15000,5000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-11-19T14:31:27
d6adfadf6fcc4be99861b0bb0e9eedeb,1,2019-10-15T10:04:05,Yes,,Yes,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-15T10:06:23
d6adfadf6fcc4be99861b0bb0e9eedeb,2,2019-10-15T08:30:52,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-15T08:32:03
d6adfadf6fcc4be99861b0bb0e9eedeb,3,2019-10-15T08:32:12,No,2,Yes,Yes,Yes,5,Class five completed,Yes,Class six,,,Public,No,,,,No,,,Yes,Class five,No expenses / Don't Know,No expenses / Don't Know,28000,5000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-10-15T08:39:32
d6adfadf6fcc4be99861b0bb0e9eedeb,4,2019-10-15T08:39:38,No,2,Yes,Yes,Yes,4,Class four completed,Yes,Class five,,,Public,No,,,,No,,,Yes,Class four,No expenses / Don't Know,No expenses / Don't Know,29000,5000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-10-15T08:42:59
d6adfadf6fcc4be99861b0bb0e9eedeb,5,2019-10-15T08:43:06,No,2,No,No,No,,,,,,,,,Too young,,,No,,,No,,,,,,,,,,ALONE,2019-10-15T08:43:54
d6b4d3da161c4524a65546711039cac5,1,2019-11-01T11:54:43,Yes,,Yes,Yes,Yes,7,Class seven completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-01T11:55:28
d6b4d3da161c4524a65546711039cac5,2,2019-11-01T11:55:33,Yes,,Yes,Yes,Yes,4,Class four completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-01T11:56:12
d6b4d3da161c4524a65546711039cac5,3,2019-11-01T11:56:20,Yes,,Yes,Yes,Yes,4,Class four completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-01T11:57:08
d6b4d3da161c4524a65546711039cac5,4,2019-11-02T18:43:57,Yes,,Yes,Yes,Yes,8,Class eight completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-02T18:49:57
d6b4d3da161c4524a65546711039cac5,5,2019-11-01T11:58:10,Yes,,Yes,Yes,Yes,8,Class eight completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-01T11:58:53
d6c46bf5a5d64d40bf1a939310951162,1,2019-12-21T16:54:30,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-21T16:54:46
d71f1910dfe54c1cba7dd351238cc38c,1,2019-12-08T14:50:37,Yes,,Yes,Yes,Yes,10,Class ten completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-08T14:52:38
d71f1910dfe54c1cba7dd351238cc38c,2,2019-12-08T12:40:15,Yes,,Yes,Yes,Yes,7,Class seven completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-08T12:40:45
d71f1910dfe54c1cba7dd351238cc38c,3,2019-12-08T12:40:49,No,2,Yes,Yes,Yes,4,Class four completed,Yes,Class five,,,Public,No,,,,No,,,Yes,Class four,No expenses / Don't Know,No expenses / Don't Know,15000,150000,540000,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-12-08T12:42:25
d71f1910dfe54c1cba7dd351238cc38c,4,2019-12-08T12:42:30,No,2,No,No,Yes,2,Pre-school/Kindergarten,Yes,Pre-school/Kindergarten,State Preschool,,,Yes,,,,Yes,Yes,Foreign Languages,Yes,Pre-school/Kindergarten,1224000,No expenses / Don't Know,15000,150000,1080000,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-12-08T12:44:57
d720379046bf4359973921b256a35506,1,2019-12-30T16:10:23,Yes,,Yes,Yes,Yes,12,Higher education certificate (BacII),No,,,,,,,,,Yes,No,,No,,,,,,,,,,ALONE,2019-12-30T16:10:58
d720379046bf4359973921b256a35506,2,2019-12-30T16:44:39,Yes,,Yes,Yes,Yes,16,"Bachelor degree (B.A., BSc, etc.)",No,,,,,,,,,Yes,No,,No,,,,,,,,,,ALONE,2019-12-30T16:45:22
d720379046bf4359973921b256a35506,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d720379046bf4359973921b256a35506,4,2019-12-30T16:33:46,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-30T16:34:08
d72234852a5a4780835341975110a6cc,1,2019-12-07T14:46:06,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-07T14:46:31
d72234852a5a4780835341975110a6cc,2,2019-12-07T14:46:37,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-07T14:46:59
d72234852a5a4780835341975110a6cc,3,2019-12-07T14:47:05,No,1,Yes,Yes,Yes,9,Class nine completed without certificate,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-07T14:47:46
d72234852a5a4780835341975110a6cc,4,2019-12-07T14:47:51,No,1,Yes,Yes,Yes,8,Class eight completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-07T14:48:30
d72234852a5a4780835341975110a6cc,5,2019-12-07T14:48:35,No,1,No,No,Yes,1,Pre-school/Kindergarten,Yes,Class one,,,Public,No,,,,No,,,No,,,,,,,,,,ALONE,2019-12-07T14:49:36
d72234852a5a4780835341975110a6cc,6,2019-12-07T14:49:42,No,1,No,No,No,,,,,,,,,Too young,,,No,,,No,,,,,,,,,,ALONE,2019-12-07T14:50:14
d74ed4e121ba4614b285cd5c01e8abfe,1,2019-11-20T17:13:24,Yes,,Yes,No,Yes,3,Class two completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-20T17:17:57
d74ed4e121ba4614b285cd5c01e8abfe,2,2019-11-20T14:04:54,Yes,,Yes,Yes,Yes,12,Class twelve completed without certificate,No,,,,,,,,,No,,,Yes,Class twelve,No expenses / Don't Know,1800000,400000,400000,800000,432000,100000,,ALONE,2019-11-20T14:14:20
d74ed4e121ba4614b285cd5c01e8abfe,3,2019-11-20T14:33:53,Yes,,Yes,No,Yes,1,No class completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-20T14:35:07
d75e8f5228ce4f89b4595e26dcd6f734,1,2019-10-14T16:28:16,Yes,,Yes,Yes,Yes,12,Higher education certificate (BacII),No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-14T16:29:43
d773bdd6b5d04819a5774710de655f5b,1,2019-12-01T15:52:42,Yes,,Yes,Yes,Yes,16,"Bachelor degree (B.A., BSc, etc.)",No,,,,,,,,,Yes,No,,No,,,,,,,,,,ALONE,2019-12-01T15:54:29
d773bdd6b5d04819a5774710de655f5b,2,2019-12-01T15:14:55,Yes,,Yes,Yes,Yes,10,Class ten completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-01T15:16:16
d773bdd6b5d04819a5774710de655f5b,3,2019-12-01T16:32:35,Yes,,Yes,Yes,Yes,10,Class ten completed,Yes,Class eleven,,,Public,Yes,,,,Yes,Yes,Foreign Languages,Yes,Class ten,720000,400000,60000,32000,1300000,320000,10000,,ALONE,2019-12-01T16:39:51
d773bdd6b5d04819a5774710de655f5b,4,2019-12-02T09:07:19,Yes,,Yes,Yes,Yes,3,Class three completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-02T09:08:29
d7bd371ec1a44c48a889f3a47f0afa22,1,2019-10-22T09:02:02,Yes,,Yes,Yes,Yes,7,Class six completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-22T09:06:31
d7bd371ec1a44c48a889f3a47f0afa22,2,2019-10-22T09:06:37,Yes,,No,No,Yes,2,Class one completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-22T09:07:32
d7bd371ec1a44c48a889f3a47f0afa22,6,2019-10-22T09:09:47,No,2,Yes,Yes,Yes,9,Class eight completed,Yes,Class nine,,,Public,No,,,,No,,,Yes,Class eight,No expenses / Don't Know,No expenses / Don't Know,15000,50000,No expenses / Don't Know,18000,No expenses / Don't Know,,ALONE,2019-10-22T09:14:54
d7c23c9f9cd3426d94d8a97c9015c257,1,2019-10-16T15:34:19,Yes,,Yes,Yes,Yes,13,Higher education certificate (BacII),No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-16T15:36:00
d7c23c9f9cd3426d94d8a97c9015c257,2,2019-10-16T14:13:21,Yes,,Yes,Yes,Yes,5,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-16T14:14:52
d7c23c9f9cd3426d94d8a97c9015c257,3,2019-10-16T15:36:14,No,1,No,No,Yes,2,Pre-school/Kindergarten,Yes,Class two,,,Public,No,,,,No,,,Yes,Class one,No expenses / Don't Know,40000,15000,15000,30000,No expenses / Don't Know,20000,,ALONE,2019-10-16T15:41:20
d7c23c9f9cd3426d94d8a97c9015c257,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d7c23c9f9cd3426d94d8a97c9015c257,5,2019-10-16T16:15:42,Yes,,Yes,Yes,Yes,14,Higher education certificate (BacII),No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-16T16:17:12
d7c23c9f9cd3426d94d8a97c9015c257,6,2019-10-16T15:41:52,No,1,No,No,No,,,,,,,,,Too young,,,No,,,No,,,,,,,,,,ALONE,2019-10-16T15:42:56
d7e02ce8f8e74ac48222d24caa2a0d48,1,2019-10-11T16:06:02,No,2,No,No,Yes,3,Class three completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-11T16:06:55
d7e02ce8f8e74ac48222d24caa2a0d48,2,2019-10-11T16:06:59,Yes,,Yes,Yes,Yes,6,Class six completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-11T16:07:28
d7e02ce8f8e74ac48222d24caa2a0d48,3,2019-10-11T16:07:48,No,2,Yes,Yes,Yes,9,Class nine completed without certificate,No,,,,,,,,,Yes,No,,No,,,,,,,,,,ALONE,2019-10-11T16:09:11
d7e02ce8f8e74ac48222d24caa2a0d48,4,2019-10-11T16:09:18,No,2,No,No,No,,,,,,,,,Too young,,,No,,,No,,,,,,,,,,ALONE,2019-10-11T16:10:07
d8072a9df91e4e878d5b2f8ce43431f0,1,2019-12-24T09:39:34,Yes,,Yes,Yes,Yes,5,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-24T09:41:01
d82b10451d0443169389b4fa10510739,1,2019-10-10T09:07:07,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-10T09:07:40
d82b10451d0443169389b4fa10510739,2,2019-10-10T09:07:47,No,1,Yes,Yes,Yes,6,Class six completed,Yes,Class six,,,Public,No,,,,No,,,Yes,Class six,300000,No expenses / Don't Know,15000,20000,No expenses / Don't Know,No expenses / Don't Know,10000,,ALONE,2019-10-10T09:11:47
d82b10451d0443169389b4fa10510739,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d8355447f6034866baacc2703bbbac19,1,2019-11-10T08:54:41,Yes,,No,No,Yes,2,No class completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-10T08:55:12
d8355447f6034866baacc2703bbbac19,2,2019-11-10T14:45:35,Yes,,Yes,Yes,Yes,5,Class four completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-10T14:47:04
d8355447f6034866baacc2703bbbac19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d83b99640ebd495a8d8bdbe98f1d35c2,1,2019-11-10T15:48:55,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-10T15:49:20
d83b99640ebd495a8d8bdbe98f1d35c2,2,2019-11-10T15:49:27,No,1,No,No,No,,,,,,,,,Other (specify),,,No,,,No,,,,,,,,,,ALONE,2019-11-10T15:50:41
d842c3bbc77c467a8ebb4b77e6166002,1,2019-12-08T10:30:19,Yes,,Yes,Yes,Yes,16,"Bachelor degree (B.A., BSc, etc.)",No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-08T10:31:21
d842c3bbc77c467a8ebb4b77e6166002,2,2019-12-08T10:31:36,Yes,,Yes,Yes,Yes,11,Class eleven completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-08T10:32:46
d842c3bbc77c467a8ebb4b77e6166002,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d843a2d5d04b43e79e42d4e786d078fe,1,2019-10-29T10:18:35,Yes,,Yes,Yes,Yes,7,Class seven completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-29T10:20:10
d843a2d5d04b43e79e42d4e786d078fe,2,2019-10-29T10:20:20,Yes,,Yes,Yes,Yes,4,Class four completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-29T10:22:20
d843a2d5d04b43e79e42d4e786d078fe,3,2019-10-29T10:22:27,No,2,Yes,Yes,Yes,7,Class seven completed,No,,,,,,Did not do well in school,,,No,,,No,,,,,,,,,,ALONE,2019-10-29T10:24:22
d843a2d5d04b43e79e42d4e786d078fe,4,2019-10-29T10:24:28,No,2,Yes,Yes,Yes,6,Class six completed,Yes,Class seven,,,Public,Yes,,,,No,,,Yes,Class six,140000,100000,40000,20000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-10-29T10:27:47
d871f16ba5a24d70979009578bcd5020,1,2019-12-20T10:47:02,Yes,,Yes,Yes,Yes,2,Class two completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-20T10:47:52
d871f16ba5a24d70979009578bcd5020,2,2019-12-20T10:48:02,Yes,,Yes,Yes,Yes,10,Class ten completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-20T10:48:58
d871f16ba5a24d70979009578bcd5020,3,2019-12-20T10:49:02,Yes,,Yes,Yes,Yes,10,Class ten completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-20T10:49:53
d871f16ba5a24d70979009578bcd5020,4,2019-12-20T10:49:59,No,2,No,No,No,,,,,,,,,Don’t want to,,,No,,,No,,,,,,,,,,ALONE,2019-12-20T10:50:44
d871f16ba5a24d70979009578bcd5020,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d880d29cd1b24471a1e638968622fe03,1,2019-10-11T15:31:37,Yes,,Yes,Yes,Yes,10,Class ten completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-11T15:32:28
d880d29cd1b24471a1e638968622fe03,2,2019-10-11T15:32:32,Yes,,Yes,Yes,Yes,12,Higher education certificate (BacII),No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-11T15:33:31
d8cf4203dc15468eaca5c887905c8b64,1,2019-11-29T09:55:23,Yes,,Yes,Yes,Yes,9,Class nine completed without certificate,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-29T09:56:06
d8cf4203dc15468eaca5c887905c8b64,2,2019-11-29T09:56:37,Yes,,Yes,Yes,Yes,8,Class eight completed,Yes,Class nine,,,Public,Yes,,,,No,,,Yes,Class eight,No expenses / Don't Know,240000,25000,65000,936000,No expenses / Don't Know,10000,,ALONE,2019-11-29T10:01:42
d91f4e4eeb324cae9e7a29665eaee5b0,1,2019-10-11T09:34:03,Yes,,Yes,Yes,Yes,4,Class four completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-11T09:35:03
d91f4e4eeb324cae9e7a29665eaee5b0,2,2019-10-11T10:00:17,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-11T10:01:00
d91f4e4eeb324cae9e7a29665eaee5b0,3,2019-10-11T09:35:28,Yes,,Yes,Yes,Yes,4,Class four completed,No,,,,,,Must contribute to household income,,,No,,,No,,,,,,,,,,WITH ADULT MALES PRESENT,2019-10-11T10:01:30
d91f4e4eeb324cae9e7a29665eaee5b0,4,2019-10-11T10:01:40,Yes,,Yes,Yes,Yes,4,Class four completed,Yes,Class five,,,Public,Yes,,,,No,,,Yes,Class four,No expenses / Don't Know,130000,25000,45000,520000,No expenses / Don't Know,No expenses / Don't Know,,WITH ADULT MALES PRESENT,2019-10-11T10:08:25
d948bd6e65374010a36d064cadcc9040,1,2019-10-29T19:48:00,Yes,,Yes,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-29T19:48:44
d948bd6e65374010a36d064cadcc9040,2,2019-10-29T10:49:12,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-29T10:49:35
d948bd6e65374010a36d064cadcc9040,3,2019-10-29T10:49:43,Yes,,Yes,Yes,Yes,4,Class four completed,No,,,,,,Did not do well in school,,,No,,,No,,,,,,,,,,ALONE,2019-10-29T10:50:47
d948bd6e65374010a36d064cadcc9040,4,2019-10-29T10:50:53,No,2,Yes,Yes,Yes,3,Class three completed,Yes,Class four,,,Public,No,,,,No,,,Yes,Class three,No expenses / Don't Know,No expenses / Don't Know,13000,45000,432000,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-10-29T10:58:05
d948bd6e65374010a36d064cadcc9040,5,2019-10-29T12:55:47,No,2,Yes,Yes,Yes,5,Class three completed,Yes,Class four,,,Public,No,,,,No,,,Yes,Class three,No expenses / Don't Know,No expenses / Don't Know,13000,35000,432000,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-10-29T12:58:21
d948bd6e65374010a36d064cadcc9040,6,2019-10-29T12:58:27,No,2,No,No,No,,,,,,,,,Too young,,,No,,,No,,,,,,,,,,ALONE,2019-10-29T12:58:59
d948bd6e65374010a36d064cadcc9040,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9541414c0a04d2faa7f6859de120faf,1,2019-10-09T19:36:44,Yes,,Yes,Yes,Yes,3,Class three completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-09T19:38:22
d9541414c0a04d2faa7f6859de120faf,2,2019-10-09T19:38:39,Yes,,Yes,Yes,Yes,4,Class four completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-09T19:40:57
d9541414c0a04d2faa7f6859de120faf,4,2019-10-09T19:44:29,Yes,,Yes,Yes,Yes,5,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-09T19:51:16
d9541414c0a04d2faa7f6859de120faf,5,2019-10-09T19:51:22,Yes,,Yes,Yes,Yes,5,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-09T19:52:25
d9541414c0a04d2faa7f6859de120faf,9,2019-10-09T19:54:57,Yes,,Yes,Yes,Yes,4,Class four completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-09T19:56:45
d98d5cee9a9441bf91bbb76e94fdb13c,1,2019-11-02T08:46:29,Yes,,Yes,Yes,Yes,8,Class seven completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-02T08:48:49
d98d5cee9a9441bf91bbb76e94fdb13c,2,2019-11-02T08:52:28,Yes,,Yes,Yes,Yes,6,Class six completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-02T08:58:13
d98d5cee9a9441bf91bbb76e94fdb13c,3,2019-11-02T09:02:31,Yes,,Yes,Yes,Yes,16,"Bachelor degree (B.A., BSc, etc.)",Yes,"Masters degree (M.A., MSc, etc)",,,Private,No,,,,No,,,Yes,College/university undergraduate studies,2000000,No expenses / Don't Know,400000,200000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-11-02T09:12:34
d9e29bccb3474476b74c9e8e662f510b,1,2019-11-18T11:07:09,Yes,,Yes,Yes,Yes,12,Higher education certificate (BacII),No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-18T11:10:21
d9e29bccb3474476b74c9e8e662f510b,2,2019-11-18T14:41:28,Yes,,Yes,Yes,Yes,9,Class nine completed without certificate,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-18T14:42:45
da192a2262354c8e9bcfe7c32b5255b8,1,2019-11-14T16:51:31,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-14T16:52:53
da192a2262354c8e9bcfe7c32b5255b8,2,2019-11-14T15:04:51,Yes,,Yes,Yes,Yes,5,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-14T15:06:06
da192a2262354c8e9bcfe7c32b5255b8,3,2019-11-14T15:06:11,No,2,No,No,Yes,2,Class one completed,Yes,Class two,,,Public,No,,,,No,,,Yes,Class one,No expenses / Don't Know,No expenses / Don't Know,12000,7000,No expenses / Don't Know,No expenses / Don't Know,6000,,ALONE,2019-11-14T15:08:20
da192a2262354c8e9bcfe7c32b5255b8,4,2019-11-14T15:08:27,No,2,No,No,Yes,2,Class one completed,Yes,Class two,,,Public,No,,,,No,,,Yes,Class one,No expenses / Don't Know,No expenses / Don't Know,12000,6000,No expenses / Don't Know,No expenses / Don't Know,6000,,ALONE,2019-11-14T15:11:37
da192a2262354c8e9bcfe7c32b5255b8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
